Date,Open,High,Low,Close,Volume,Adj Close
2015-09-16,170.35,171.45,168.00,169.65,1207200,165.67
2015-09-15,168.80,170.20,167.10,169.20,969800,165.23
2015-09-14,168.50,169.95,165.60,167.10,938700,163.18
2015-09-11,168.40,169.10,166.70,167.95,833400,164.01
2015-09-10,166.25,170.00,166.20,167.95,1148300,164.01
2015-09-09,171.00,172.45,169.55,169.75,1619300,165.77
2015-09-08,165.35,168.50,165.15,166.95,1219200,163.03
2015-09-07,163.80,164.55,162.55,162.75,598900,158.93
2015-09-04,164.80,166.05,160.80,162.20,1454400,158.39
2015-09-03,164.50,167.90,164.00,166.70,1673300,162.79
2015-09-02,164.70,165.80,162.25,163.00,1410700,159.17
2015-09-01,167.00,167.30,163.15,164.35,1604000,160.49
2015-08-31,169.80,170.80,168.10,169.50,896000,165.52
2015-08-28,172.70,172.95,169.35,171.35,967300,167.33
2015-08-27,172.80,174.05,170.80,172.20,1694500,168.16
2015-08-26,167.00,170.85,164.65,168.30,1965100,164.35
2015-08-25,161.90,170.80,160.15,169.10,3733300,165.13
2015-08-24,161.40,164.60,154.00,159.70,4576300,155.95
2015-08-21,166.00,170.80,165.05,166.95,2685200,163.03
2015-08-20,171.00,173.35,168.55,169.50,2006100,165.52
2015-08-19,175.05,176.20,172.70,173.25,1414600,169.18
2015-08-18,177.25,178.35,175.80,176.55,827600,172.41
2015-08-17,180.20,181.70,176.10,177.95,1027500,173.77
2015-08-14,178.80,180.90,177.45,178.85,987200,174.65
2015-08-13,181.35,181.90,177.85,178.45,1345900,174.26
2015-08-12,180.05,180.60,176.75,177.80,2217300,173.63
2015-08-11,188.90,189.05,183.10,183.80,1812700,179.49
2015-08-10,191.20,191.60,187.60,190.85,762400,186.37
2015-08-07,186.50,190.35,186.15,189.15,899500,184.71
2015-08-06,188.50,192.60,187.00,187.55,986000,183.15
2015-08-05,185.55,190.95,185.50,188.65,1972800,184.22
2015-08-04,183.70,184.75,182.35,183.75,925700,179.44
2015-08-03,182.35,184.50,179.40,184.50,1348300,180.17
2015-07-31,185.25,185.30,181.25,182.40,1746100,178.12
2015-07-30,186.00,186.40,182.85,184.95,1256300,180.61
2015-07-29,193.50,193.60,182.40,186.35,2338100,181.98
2015-07-28,187.55,190.90,186.70,190.80,1533600,186.32
2015-07-27,188.70,190.25,185.25,186.20,1552800,181.83
2015-07-24,194.35,195.10,188.75,189.80,1781400,185.35
2015-07-23,198.00,198.90,193.85,195.10,1049900,190.52
2015-07-22,196.50,196.80,192.45,195.50,1319200,190.91
2015-07-21,199.20,200.30,197.20,197.50,818800,192.87
2015-07-20,199.60,199.85,196.90,198.35,1191100,193.70
2015-07-17,202.70,203.30,199.65,200.00,1147700,195.31
2015-07-16,201.00,204.75,196.35,200.90,1949600,196.19
2015-07-15,198.00,198.90,196.10,197.90,1647100,193.26
2015-07-14,205.05,205.45,198.40,200.80,1765600,196.09
2015-07-13,208.50,210.90,204.65,205.80,1661400,200.97
2015-07-10,209.40,209.45,202.30,205.80,1615700,200.97
2015-07-09,201.45,205.85,200.85,203.70,1108300,198.92
2015-07-08,204.00,204.35,198.70,199.35,2250100,194.67
2015-07-07,209.95,210.75,203.15,204.70,1348300,199.90
2015-07-06,208.55,211.90,208.00,209.70,876900,204.78
2015-07-03,213.75,214.55,211.15,212.70,574900,207.71
2015-07-02,217.65,218.00,212.85,213.45,699100,208.44
2015-07-01,210.80,218.60,209.60,216.25,1721500,211.18
2015-06-30,210.70,213.00,207.85,208.00,1530600,203.12
2015-06-29,208.40,216.00,208.00,211.90,1472100,206.93
2015-06-26,216.70,221.55,215.60,219.35,783500,214.20
2015-06-25,215.05,220.25,215.00,218.65,945300,213.52
2015-06-24,220.00,220.85,215.20,218.40,1122100,213.27
2015-06-23,219.00,222.85,218.35,220.20,1163000,215.03
2015-06-22,215.55,218.95,214.20,217.90,1390200,212.79
2015-06-19,211.00,213.75,209.25,210.00,1675100,205.07
2015-06-18,206.30,210.50,203.65,210.25,1387900,205.32
2015-06-17,210.50,210.90,206.65,207.35,942300,202.48
2015-06-16,207.10,210.35,205.10,209.80,1104800,204.88
2015-06-15,209.75,211.35,206.00,208.75,1017900,203.85
2015-06-12,215.20,218.40,210.45,213.40,1046400,208.39
2015-06-11,217.05,219.95,215.25,216.75,1118200,211.66
2015-06-10,213.00,219.30,210.60,217.95,1324500,212.84
2015-06-09,209.75,213.20,206.15,212.65,1377900,207.66
2015-06-08,213.50,214.45,209.55,210.75,980500,205.80
2015-06-05,216.30,216.70,213.00,213.90,1209200,208.88
2015-06-04,216.90,220.00,213.35,217.65,982600,212.54
2015-06-03,216.70,221.60,215.40,217.80,878700,212.69
2015-06-02,221.35,221.35,215.65,216.95,1116200,211.86
2015-06-01,222.10,222.80,218.10,220.35,918700,215.18
2015-05-29,227.50,228.05,220.50,221.00,1101500,215.81
2015-05-28,228.00,229.85,225.10,226.85,746200,221.53
2015-05-27,226.70,230.05,224.30,229.40,809900,224.02
2015-05-26,230.70,232.90,225.45,226.35,845800,221.04
2015-05-25,229.95,229.95,229.95,229.95,000,224.55
2015-05-22,230.30,231.30,228.05,229.95,638100,224.55
2015-05-21,232.30,232.35,227.25,230.50,956300,225.09
2015-05-20,233.00,234.80,231.10,232.60,767800,227.14
2015-05-19,225.25,233.85,225.00,233.20,1744700,227.73
2015-05-18,216.25,224.05,215.50,222.35,1397900,217.13
2015-05-15,222.00,222.65,213.90,215.70,1256600,210.64
2015-05-14,216.70,221.30,213.40,220.85,745000,215.67
2015-05-13,221.90,223.20,216.60,218.10,1150200,212.98
2015-05-12,226.80,226.95,219.60,220.55,1597000,215.37
2015-05-11,231.45,231.80,226.90,227.30,947300,221.97
2015-05-08,228.55,232.00,225.75,232.00,1360100,226.56
2015-05-07,219.50,226.80,219.10,225.00,1215900,219.72
2015-05-06,225.40,226.45,216.45,220.80,1887700,215.62
2015-05-05,230.00,235.65,227.65,228.50,1458500,218.39
2015-05-04,232.00,233.05,227.40,230.85,1123500,220.64
2015-05-01,231.45,231.45,231.45,231.45,000,221.21
2015-04-30,230.80,234.25,227.65,231.45,1461100,221.21
2015-04-29,245.50,245.50,229.45,230.75,1833300,220.54
2015-04-28,248.75,248.75,240.15,240.30,1248600,229.67
2015-04-27,243.40,245.45,239.40,245.45,2295300,234.59
2015-04-24,231.70,234.70,229.30,233.05,1433400,222.74
2015-04-23,227.95,229.25,223.95,228.55,1610900,218.44
2015-04-22,228.00,230.20,225.40,226.65,1388300,216.62
2015-04-21,231.50,232.40,227.55,228.00,1930700,217.91
2015-04-20,235.75,237.85,230.30,230.80,1407600,220.59
2015-04-17,237.10,243.80,234.50,235.00,1727300,224.60
2015-04-16,243.65,244.00,237.35,237.65,1222300,227.14
2015-04-15,247.40,248.75,242.55,242.70,979100,231.96
2015-04-14,248.00,249.00,244.90,246.45,876700,235.55
2015-04-13,247.80,251.35,247.00,248.65,1030100,237.65
2015-04-10,250.60,254.50,248.35,253.20,943600,242.00
2015-04-09,246.85,249.70,244.90,249.60,801000,238.56
2015-04-08,244.95,245.25,241.20,244.35,799900,233.54
2015-04-07,246.70,246.70,243.45,244.70,746700,233.88
2015-04-06,243.80,243.80,243.80,243.80,000,233.01
2015-04-03,243.80,243.80,243.80,243.80,000,233.01
2015-04-02,244.65,245.75,242.65,243.80,704400,233.01
2015-04-01,246.60,248.10,243.20,244.65,1574400,233.83
2015-03-31,250.00,250.70,245.15,247.85,984400,236.89
2015-03-30,245.60,249.90,244.75,249.90,774200,238.84
2015-03-27,246.00,247.90,241.50,244.60,1162100,233.78
2015-03-26,240.45,243.80,237.05,243.30,1593300,232.54
2015-03-25,246.00,248.90,243.70,244.00,900100,233.21
2015-03-24,239.80,246.20,236.60,245.30,1103000,234.45
2015-03-23,249.70,249.80,240.55,240.80,1237400,230.15
2015-03-20,248.30,252.25,246.90,250.05,2024000,238.99
2015-03-19,244.50,248.50,241.40,248.00,1208000,237.03
2015-03-18,254.50,255.85,239.55,244.50,2110400,233.68
2015-03-17,259.50,262.45,249.55,252.45,2288100,241.28
2015-03-16,249.35,256.00,249.05,255.20,1443100,243.91
2015-03-13,243.00,247.75,241.75,247.75,1009900,236.79
2015-03-12,243.15,243.65,238.35,241.40,1265900,230.72
2015-03-11,233.50,243.40,232.90,242.25,1559100,231.53
2015-03-10,233.10,233.60,228.40,231.30,1020300,221.07
2015-03-09,228.80,232.20,226.75,232.20,988800,221.93
2015-03-06,226.80,229.85,225.75,229.85,999400,219.68
2015-03-05,225.80,226.80,223.45,225.65,972700,215.67
2015-03-04,222.80,224.30,217.35,224.20,1113800,214.28
2015-03-03,227.45,227.45,220.45,221.60,920200,211.80
2015-03-02,227.00,229.50,225.05,227.00,1190900,216.96
2015-02-27,225.50,228.55,211.65,225.50,2390000,215.52
2015-02-26,222.50,224.95,222.50,224.90,800800,214.95
2015-02-25,226.10,227.00,221.40,223.00,987500,213.13
2015-02-24,228.10,229.00,224.15,226.10,1009500,216.10
2015-02-23,227.50,229.10,227.00,228.65,920600,218.54
2015-02-20,222.50,226.40,222.05,225.00,1603300,215.05
2015-02-19,216.50,223.15,216.30,223.15,1394900,213.28
2015-02-18,214.00,217.15,213.45,217.15,867600,207.54
2015-02-17,211.35,213.55,209.00,212.35,975200,202.96
2015-02-16,212.60,214.45,211.20,213.85,648900,204.39
2015-02-13,215.05,216.30,212.50,212.65,1002000,203.24
2015-02-12,210.80,215.30,210.15,214.45,1223000,204.96
2015-02-11,208.60,210.35,207.90,210.25,753800,200.95
2015-02-10,207.50,209.45,203.70,209.10,1265600,199.85
2015-02-09,211.15,211.75,206.85,207.50,1241400,198.32
2015-02-06,212.40,214.95,210.05,214.25,1054900,204.77
2015-02-05,208.30,215.00,207.95,212.70,1314800,203.29
2015-02-04,207.40,209.80,206.20,209.80,1176800,200.52
2015-02-03,203.05,209.15,202.50,207.10,1488200,197.94
2015-02-02,199.10,202.25,199.10,202.25,1008900,193.30
2015-01-30,204.75,204.95,193.65,198.30,2021500,189.53
2015-01-29,202.60,205.65,201.90,204.15,940200,195.12
2015-01-28,203.50,204.80,201.15,204.20,1086200,195.17
2015-01-27,205.00,206.00,200.55,201.95,1189300,193.02
2015-01-26,201.90,205.90,201.20,205.25,1230100,196.17
2015-01-23,199.10,205.20,199.10,203.80,2279700,194.78
2015-01-22,195.20,199.40,193.90,198.10,2053600,189.34
2015-01-21,193.00,195.60,190.75,194.55,1418100,185.94
2015-01-20,193.10,194.15,191.80,193.05,889200,184.51
2015-01-19,192.00,194.10,191.15,192.65,1054600,184.13
2015-01-16,186.00,192.00,185.25,191.80,1726700,183.32
2015-01-15,185.25,187.80,179.70,186.50,1782300,178.25
2015-01-14,183.90,186.55,182.45,183.55,995300,175.43
2015-01-13,182.10,186.50,181.00,185.80,1154900,177.58
2015-01-12,179.95,182.30,177.80,181.75,1132900,173.71
2015-01-09,183.00,185.00,179.70,180.90,998600,172.90
2015-01-08,180.65,184.70,179.00,183.85,976700,175.72
2015-01-07,178.80,180.30,176.85,178.50,692200,170.60
2015-01-06,177.00,180.20,174.30,177.40,1030800,169.55
2015-01-05,181.20,181.40,175.50,176.30,1135300,168.50
2015-01-02,184.50,185.50,180.60,182.50,641900,174.43
2015-01-01,184.65,184.65,184.65,184.65,000,176.48
